case_id,pipeline,model_invoked,input_tokens,output_tokens,peak_vram_mb
V2C-0903,C4_TOOL_CALLING_AGENT,True,263,25,3848.729
V2C-0904,C4_TOOL_CALLING_AGENT,True,389,128,3848.729
V2C-0907,C4_TOOL_CALLING_AGENT,True,260,25,3848.729
V2C-0908,C4_TOOL_CALLING_AGENT,True,392,128,3842.729
V2C-0909,C4_TOOL_CALLING_AGENT,True,367,94,3842.729
V2C-0911,C4_TOOL_CALLING_AGENT,True,372,97,3842.729
V2C-0912,C4_TOOL_CALLING_AGENT,True,285,32,3842.729
V2C-0913,C4_TOOL_CALLING_AGENT,True,366,93,3842.729
V2C-0914,C4_TOOL_CALLING_AGENT,True,398,115,3842.729
V2C-0915,C4_TOOL_CALLING_AGENT,True,372,97,3842.729
V2C-0916,C4_TOOL_CALLING_AGENT,True,289,16,3842.729
V2C-0917,C4_TOOL_CALLING_AGENT,True,365,94,3860.732
V2C-0918,C4_TOOL_CALLING_AGENT,True,401,128,3860.732
V2C-0919,C4_TOOL_CALLING_AGENT,True,373,97,3860.732
V2C-0921,C4_TOOL_CALLING_AGENT,True,368,93,3860.732
V2C-0922,C4_TOOL_CALLING_AGENT,True,404,115,3860.732
V2C-0923,C4_TOOL_CALLING_AGENT,True,261,25,3860.732
V2C-0925,C4_TOOL_CALLING_AGENT,True,371,94,3860.732
V2C-0926,C4_TOOL_CALLING_AGENT,True,398,128,3860.732
V2C-0927,C4_TOOL_CALLING_AGENT,True,377,97,3845.729
V2C-0928,C4_TOOL_CALLING_AGENT,True,390,128,3845.729
V2C-0929,C4_TOOL_CALLING_AGENT,True,369,94,3845.729
V2C-0930,C4_TOOL_CALLING_AGENT,True,399,128,3845.729
V2C-0931,C4_TOOL_CALLING_AGENT,True,377,97,3845.729
V2C-0932,C4_TOOL_CALLING_AGENT,True,391,128,3845.729
V2C-0935,C4_TOOL_CALLING_AGENT,True,376,97,3845.729
V2C-0936,C4_TOOL_CALLING_AGENT,True,391,128,3845.729
V2C-0937,C4_TOOL_CALLING_AGENT,True,368,93,3854.732
V2C-0938,C4_TOOL_CALLING_AGENT,True,402,115,3854.732
V2C-0940,C4_TOOL_CALLING_AGENT,True,391,128,3854.732
V2C-0941,C4_TOOL_CALLING_AGENT,True,366,93,3854.732
V2C-0942,C4_TOOL_CALLING_AGENT,True,400,128,3854.732
V2C-0944,C4_TOOL_CALLING_AGENT,True,395,100,3854.732
V2C-0945,C4_TOOL_CALLING_AGENT,True,371,93,3854.732
V2C-0947,C4_TOOL_CALLING_AGENT,True,265,35,3854.732
V2C-0949,C4_TOOL_CALLING_AGENT,True,364,94,3848.729
V2C-0950,C4_TOOL_CALLING_AGENT,True,399,113,3848.729
V2C-0953,C4_TOOL_CALLING_AGENT,True,364,93,3848.729
V2C-0954,C4_TOOL_CALLING_AGENT,True,400,113,3848.729
V2C-0955,C4_TOOL_CALLING_AGENT,True,372,97,3848.729
V2C-0957,C4_TOOL_CALLING_AGENT,True,367,93,3848.729
V2C-0958,C4_TOOL_CALLING_AGENT,True,400,128,3848.729
V2C-0960,C4_TOOL_CALLING_AGENT,True,394,128,3848.729
V2C-0961,C4_TOOL_CALLING_AGENT,True,364,94,3857.732
V2C-0965,C4_TOOL_CALLING_AGENT,True,370,93,3857.732
V2C-0966,C4_TOOL_CALLING_AGENT,True,398,128,3857.732
V2C-0969,C4_TOOL_CALLING_AGENT,True,371,94,3857.732
V2C-0970,C4_TOOL_CALLING_AGENT,True,397,115,3857.732
V2C-0972,C4_TOOL_CALLING_AGENT,True,393,128,3857.732
V2C-0973,C4_TOOL_CALLING_AGENT,True,367,93,3857.732
V2C-0974,C4_TOOL_CALLING_AGENT,True,403,115,3857.732
V2C-0976,C4_TOOL_CALLING_AGENT,True,394,128,3851.731
V2C-0977,C4_TOOL_CALLING_AGENT,True,368,94,3851.731
V2C-0978,C4_TOOL_CALLING_AGENT,True,401,128,3851.731
V2C-0979,C4_TOOL_CALLING_AGENT,True,265,25,3851.731
V2C-0980,C4_TOOL_CALLING_AGENT,True,393,128,3851.731
V2C-0981,C4_TOOL_CALLING_AGENT,True,369,94,3851.731
V2C-0982,C4_TOOL_CALLING_AGENT,True,401,128,3851.731
V2C-0988,C4_TOOL_CALLING_AGENT,True,392,128,3851.731
V2C-0989,C4_TOOL_CALLING_AGENT,True,368,94,3851.731
V2C-0990,C4_TOOL_CALLING_AGENT,True,401,128,3851.731
V2C-0991,C4_TOOL_CALLING_AGENT,True,379,96,3851.731
V2C-0994,C4_TOOL_CALLING_AGENT,True,398,115,3851.731
V2C-0996,C4_TOOL_CALLING_AGENT,True,386,128,3851.731
V2C-0999,C4_TOOL_CALLING_AGENT,True,260,25,3851.731
V2C-1000,C4_TOOL_CALLING_AGENT,True,263,24,3851.731
V2C-1001,C4_TOOL_CALLING_AGENT,True,271,26,3851.731
V2C-1002,C4_TOOL_CALLING_AGENT,True,256,32,3231.115
V2C-1003,C4_TOOL_CALLING_AGENT,True,277,26,3231.115
V2C-1010,C4_TOOL_CALLING_AGENT,True,262,32,3231.115
V2C-1011,C4_TOOL_CALLING_AGENT,True,269,26,3231.115
V2C-1012,C4_TOOL_CALLING_AGENT,True,267,22,3231.115
V2C-1013,C4_TOOL_CALLING_AGENT,True,273,28,3231.115
V2C-1014,C4_TOOL_CALLING_AGENT,True,260,32,3231.115
V2C-1015,C4_TOOL_CALLING_AGENT,True,281,32,3231.115
V2C-1016,C4_TOOL_CALLING_AGENT,True,259,22,3231.115
V2C-1017,C4_TOOL_CALLING_AGENT,True,275,27,3231.115
V2C-1019,C4_TOOL_CALLING_AGENT,True,281,32,3231.115
V2C-1020,C4_TOOL_CALLING_AGENT,True,262,23,3231.115
V2C-1022,C4_TOOL_CALLING_AGENT,True,264,32,3231.115
V2C-1024,C4_TOOL_CALLING_AGENT,True,264,22,3231.115
V2C-1025,C4_TOOL_CALLING_AGENT,True,274,27,3231.115
V2C-1026,C4_TOOL_CALLING_AGENT,True,256,32,3231.115
V2C-1028,C4_TOOL_CALLING_AGENT,True,260,22,3234.731
V2C-1030,C4_TOOL_CALLING_AGENT,True,265,32,3234.731
V2C-1032,C4_TOOL_CALLING_AGENT,True,263,24,3234.731
V2C-1033,C4_TOOL_CALLING_AGENT,True,274,27,3234.731
V2C-1035,C4_TOOL_CALLING_AGENT,True,275,27,3234.731
V2C-1036,C4_TOOL_CALLING_AGENT,True,264,24,3234.731
V2C-1037,C4_TOOL_CALLING_AGENT,True,271,27,3234.731
V2C-1039,C4_TOOL_CALLING_AGENT,True,282,24,3234.731
V2C-1040,C4_TOOL_CALLING_AGENT,True,259,22,3290.393
V2C-1043,C4_TOOL_CALLING_AGENT,True,276,28,3290.393
V2C-1045,C4_TOOL_CALLING_AGENT,True,271,26,3290.393
V2C-1046,C4_TOOL_CALLING_AGENT,True,261,32,3290.393
V2C-1047,C4_TOOL_CALLING_AGENT,True,278,27,3290.393
V2C-1049,C4_TOOL_CALLING_AGENT,True,268,26,3290.393
V2C-1050,C4_TOOL_CALLING_AGENT,True,297,18,3290.393
V2C-1055,C4_TOOL_CALLING_AGENT,True,282,16,3290.393
V2C-1057,C4_TOOL_CALLING_AGENT,True,276,16,3303.454
V2C-1061,C4_TOOL_CALLING_AGENT,True,285,16,3303.454
V2C-1065,C4_TOOL_CALLING_AGENT,True,281,16,3303.454
V2C-1070,C4_TOOL_CALLING_AGENT,True,301,18,3303.454
V2C-1074,C4_TOOL_CALLING_AGENT,True,286,18,3303.454
V2C-1076,C4_TOOL_CALLING_AGENT,True,278,18,3303.454
V2C-1077,C4_TOOL_CALLING_AGENT,True,275,16,3303.454
V2C-1079,C4_TOOL_CALLING_AGENT,True,280,16,3303.454
V2C-1080,C4_TOOL_CALLING_AGENT,True,292,23,3293.166
V2C-1082,C4_TOOL_CALLING_AGENT,True,295,18,3293.166
V2C-1087,C4_TOOL_CALLING_AGENT,True,279,16,3293.166
V2C-1088,C4_TOOL_CALLING_AGENT,True,298,18,3293.166
V2C-1091,C4_TOOL_CALLING_AGENT,True,281,16,3293.166
V2C-1093,C4_TOOL_CALLING_AGENT,True,280,16,3293.166
V2C-1095,C4_TOOL_CALLING_AGENT,True,279,16,3293.166
V2C-1096,C4_TOOL_CALLING_AGENT,True,297,18,3293.166
V2C-1104,C4_TOOL_CALLING_AGENT,True,293,30,3314.304
V2C-1107,C4_TOOL_CALLING_AGENT,True,289,32,3314.304
V2C-1109,C4_TOOL_CALLING_AGENT,True,288,30,3314.304
V2C-1110,C4_TOOL_CALLING_AGENT,True,298,18,3314.304
V2C-1115,C4_TOOL_CALLING_AGENT,True,285,32,3314.304
V2C-1116,C4_TOOL_CALLING_AGENT,True,297,30,3314.304
V2C-1118,C4_TOOL_CALLING_AGENT,True,304,30,3314.304
V2C-1119,C4_TOOL_CALLING_AGENT,True,290,32,3314.304
V2C-1120,C4_TOOL_CALLING_AGENT,True,272,36,3307.071
V2C-1123,C4_TOOL_CALLING_AGENT,True,285,32,3307.071
V2C-1127,C4_TOOL_CALLING_AGENT,True,286,32,3307.071
V2C-1128,C4_TOOL_CALLING_AGENT,True,293,30,3307.071
V2C-1130,C4_TOOL_CALLING_AGENT,True,302,34,3307.071
V2C-1133,C4_TOOL_CALLING_AGENT,True,280,30,3307.071
V2C-1139,C4_TOOL_CALLING_AGENT,True,281,32,3307.071
V2C-1141,C4_TOOL_CALLING_AGENT,True,280,30,3307.071
V2C-1154,C4_TOOL_CALLING_AGENT,True,396,128,3854.732
V2C-1155,C4_TOOL_CALLING_AGENT,True,373,97,3854.732
V2C-1156,C4_TOOL_CALLING_AGENT,True,288,16,3854.732
V2C-1158,C4_TOOL_CALLING_AGENT,True,401,128,3854.732
V2C-1160,C4_TOOL_CALLING_AGENT,True,391,128,3854.732
V2C-1162,C4_TOOL_CALLING_AGENT,True,402,128,3854.732
V2C-1163,C4_TOOL_CALLING_AGENT,True,261,25,3854.732
V2C-1164,C4_TOOL_CALLING_AGENT,True,395,128,3854.732
V2C-1171,C4_TOOL_CALLING_AGENT,True,263,39,3857.732
V2C-1173,C4_TOOL_CALLING_AGENT,True,370,94,3857.732
V2C-1175,C4_TOOL_CALLING_AGENT,True,375,103,3857.732
V2C-1178,C4_TOOL_CALLING_AGENT,True,400,128,3857.732
V2C-1187,C4_TOOL_CALLING_AGENT,True,378,97,3857.732
V2C-1190,C4_TOOL_CALLING_AGENT,True,400,128,3857.732
V2C-1194,C4_TOOL_CALLING_AGENT,True,403,115,3857.732
V2C-1199,C4_TOOL_CALLING_AGENT,True,375,97,3857.732
EXT-ADVERSARIAL-0002,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0003,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0005,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0014,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0015,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0018,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0021,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0025,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0026,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0028,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0029,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0031,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0032,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0034,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0039,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0044,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0050,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0051,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0056,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0058,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0061,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0063,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0071,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0073,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0076,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0078,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0082,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0084,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0085,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0089,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0093,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0095,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0097,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-ADVERSARIAL-0098,C5_GUARDRAIL_STYLE,False,0,0,0.0
EXT-AMBIGUOUS-0003,C5_GUARDRAIL_STYLE,True,158,14,2807.733
EXT-AMBIGUOUS-0004,C5_GUARDRAIL_STYLE,True,138,19,2807.733
EXT-AMBIGUOUS-0014,C5_GUARDRAIL_STYLE,True,138,19,2807.733
EXT-AMBIGUOUS-0015,C5_GUARDRAIL_STYLE,True,158,14,2807.733
EXT-AMBIGUOUS-0024,C5_GUARDRAIL_STYLE,True,138,19,2807.733
EXT-AMBIGUOUS-0026,C5_GUARDRAIL_STYLE,True,138,19,2807.733
EXT-AMBIGUOUS-0028,C5_GUARDRAIL_STYLE,True,138,19,2807.733
EXT-AMBIGUOUS-0033,C5_GUARDRAIL_STYLE,True,158,14,2807.733
EXT-AMBIGUOUS-0035,C5_GUARDRAIL_STYLE,True,158,14,2814.338
EXT-AMBIGUOUS-0039,C5_GUARDRAIL_STYLE,True,158,14,2814.338
EXT-AMBIGUOUS-0041,C5_GUARDRAIL_STYLE,True,158,14,2814.338
EXT-AMBIGUOUS-0044,C5_GUARDRAIL_STYLE,True,138,19,2814.338
EXT-AMBIGUOUS-0049,C5_GUARDRAIL_STYLE,True,158,14,2814.338
EXT-AMBIGUOUS-0050,C5_GUARDRAIL_STYLE,True,138,19,2814.338
EXT-INVALID_ENTITY-0004,C5_GUARDRAIL_STYLE,True,156,25,2814.338
EXT-INVALID_ENTITY-0006,C5_GUARDRAIL_STYLE,True,146,14,2814.338
EXT-INVALID_ENTITY-0009,C5_GUARDRAIL_STYLE,True,165,73,3044.641
EXT-INVALID_ENTITY-0011,C5_GUARDRAIL_STYLE,True,158,26,3044.641
EXT-INVALID_ENTITY-0013,C5_GUARDRAIL_STYLE,True,182,27,3044.641
EXT-INVALID_ENTITY-0022,C5_GUARDRAIL_STYLE,True,154,27,3044.641
EXT-INVALID_ENTITY-0026,C5_GUARDRAIL_STYLE,True,148,14,3044.641
EXT-INVALID_ENTITY-0033,C5_GUARDRAIL_STYLE,True,165,21,3044.641
EXT-INVALID_ENTITY-0034,C5_GUARDRAIL_STYLE,True,156,25,3044.641
EXT-INVALID_ENTITY-0035,C5_GUARDRAIL_STYLE,True,187,45,3044.641
EXT-INVALID_ENTITY-0036,C5_GUARDRAIL_STYLE,True,145,13,3050.641
EXT-INVALID_ENTITY-0037,C5_GUARDRAIL_STYLE,True,182,25,3050.641
EXT-INVALID_ENTITY-0038,C5_GUARDRAIL_STYLE,True,151,29,3050.641
EXT-INVALID_ENTITY-0039,C5_GUARDRAIL_STYLE,True,165,73,3050.641
EXT-INVALID_ENTITY-0040,C5_GUARDRAIL_STYLE,True,154,35,3050.641
EXT-INVALID_ENTITY-0042,C5_GUARDRAIL_STYLE,True,155,14,3050.641
EXT-INVALID_ENTITY-0043,C5_GUARDRAIL_STYLE,True,180,24,3050.641
EXT-INVALID_ENTITY-0045,C5_GUARDRAIL_STYLE,True,189,22,3050.641
EXT-INVALID_ENTITY-0047,C5_GUARDRAIL_STYLE,True,179,29,3041.641
EXT-INVALID_ENTITY-0050,C5_GUARDRAIL_STYLE,True,154,18,3041.641
EXT-INVALID_ENTITY-0053,C5_GUARDRAIL_STYLE,True,180,32,3041.641
EXT-INVALID_ENTITY-0054,C5_GUARDRAIL_STYLE,True,155,36,3041.641
EXT-INVALID_ENTITY-0065,C5_GUARDRAIL_STYLE,True,186,19,3041.641
EXT-INVALID_ENTITY-0066,C5_GUARDRAIL_STYLE,True,148,14,3041.641
EXT-INVALID_ENTITY-0069,C5_GUARDRAIL_STYLE,True,165,73,3041.641
EXT-INVALID_ENTITY-0070,C5_GUARDRAIL_STYLE,True,152,35,3041.641
EXT-INVALID_ENTITY-0073,C5_GUARDRAIL_STYLE,True,179,14,2917.693
EXT-INVALID_ENTITY-0077,C5_GUARDRAIL_STYLE,True,180,25,2917.693
EXT-INVALID_ENTITY-0078,C5_GUARDRAIL_STYLE,True,154,14,2917.693
EXT-INVALID_ENTITY-0079,C5_GUARDRAIL_STYLE,True,179,32,2917.693
EXT-INVALID_ENTITY-0080,C5_GUARDRAIL_STYLE,True,154,35,2917.693
EXT-INVALID_ENTITY-0083,C5_GUARDRAIL_STYLE,True,177,29,2917.693
EXT-INVALID_ENTITY-0084,C5_GUARDRAIL_STYLE,True,155,36,2917.693
EXT-INVALID_ENTITY-0086,C5_GUARDRAIL_STYLE,True,146,14,2917.693
EXT-INVALID_ENTITY-0093,C5_GUARDRAIL_STYLE,True,168,23,2933.086
EXT-INVALID_ENTITY-0098,C5_GUARDRAIL_STYLE,True,153,31,2933.086
EXT-NUMERIC_PROVENANCE-0008,C5_GUARDRAIL_STYLE,True,151,13,2933.086
EXT-NUMERIC_PROVENANCE-0009,C5_GUARDRAIL_STYLE,True,164,20,2933.086
EXT-NUMERIC_PROVENANCE-0012,C5_GUARDRAIL_STYLE,True,152,14,2933.086
EXT-NUMERIC_PROVENANCE-0013,C5_GUARDRAIL_STYLE,True,182,32,2933.086
EXT-NUMERIC_PROVENANCE-0015,C5_GUARDRAIL_STYLE,True,188,20,2933.086
EXT-NUMERIC_PROVENANCE-0016,C5_GUARDRAIL_STYLE,True,147,13,2933.086
EXT-NUMERIC_PROVENANCE-0017,C5_GUARDRAIL_STYLE,True,175,24,2907.943
EXT-NUMERIC_PROVENANCE-0018,C5_GUARDRAIL_STYLE,True,155,30,2907.943
EXT-NUMERIC_PROVENANCE-0019,C5_GUARDRAIL_STYLE,True,178,29,2907.943
EXT-NUMERIC_PROVENANCE-0020,C5_GUARDRAIL_STYLE,True,151,23,2907.943
EXT-NUMERIC_PROVENANCE-0021,C5_GUARDRAIL_STYLE,True,161,30,2907.943
EXT-NUMERIC_PROVENANCE-0029,C5_GUARDRAIL_STYLE,True,175,34,2907.943
EXT-NUMERIC_PROVENANCE-0031,C5_GUARDRAIL_STYLE,True,159,24,2907.943
EXT-NUMERIC_PROVENANCE-0033,C5_GUARDRAIL_STYLE,True,164,20,2907.943
EXT-NUMERIC_PROVENANCE-0035,C5_GUARDRAIL_STYLE,True,186,55,2987.636
EXT-NUMERIC_PROVENANCE-0038,C5_GUARDRAIL_STYLE,True,150,27,2987.636
EXT-NUMERIC_PROVENANCE-0039,C5_GUARDRAIL_STYLE,True,164,20,2987.636
EXT-NUMERIC_PROVENANCE-0047,C5_GUARDRAIL_STYLE,True,178,26,2987.636
EXT-PAIR-0001-KO,C5_GUARDRAIL_STYLE,True,157,25,2987.636
EXT-PAIR-0004-EN,C5_GUARDRAIL_STYLE,True,156,32,2987.636
EXT-PAIR-0004-KO,C5_GUARDRAIL_STYLE,True,182,28,2987.636
EXT-PAIR-0007-EN,C5_GUARDRAIL_STYLE,True,153,26,2987.636
EXT-PAIR-0009-EN,C5_GUARDRAIL_STYLE,True,154,34,2917.693
EXT-PAIR-0010-EN,C5_GUARDRAIL_STYLE,True,151,23,2917.693
EXT-PAIR-0013-EN,C5_GUARDRAIL_STYLE,True,156,25,2917.693
EXT-PAIR-0013-KO,C5_GUARDRAIL_STYLE,True,182,32,2917.693
EXT-PAIR-0021-KO,C5_GUARDRAIL_STYLE,True,161,30,2917.693
EXT-PAIR-0026-EN,C5_GUARDRAIL_STYLE,True,145,24,2917.693
EXT-PAIR-0026-KO,C5_GUARDRAIL_STYLE,True,158,34,2917.693
EXT-PAIR-0027-KO,C5_GUARDRAIL_STYLE,True,167,22,2917.693
EXT-PAIR-0029-KO,C5_GUARDRAIL_STYLE,True,176,26,2937.149
EXT-PAIR-0030-EN,C5_GUARDRAIL_STYLE,True,154,35,2937.149
EXT-PAIR-0034-EN,C5_GUARDRAIL_STYLE,True,156,32,2937.149
EXT-PAIR-0035-KO,C5_GUARDRAIL_STYLE,True,188,20,2937.149
EXT-PAIR-0039-KO,C5_GUARDRAIL_STYLE,True,167,24,2937.149
EXT-PAIR-0040-EN,C5_GUARDRAIL_STYLE,True,152,18,2937.149
EXT-PAIR-0041-EN,C5_GUARDRAIL_STYLE,True,147,31,2937.149
EXT-PAIR-0043-KO,C5_GUARDRAIL_STYLE,True,182,28,2937.149
EXT-PAIR-0047-KO,C5_GUARDRAIL_STYLE,True,176,35,2999.636
EXT-PAIR-0048-EN,C5_GUARDRAIL_STYLE,True,152,14,2999.636
EXT-PAIR-0049-KO,C5_GUARDRAIL_STYLE,True,178,29,2999.636
EXT-PAIR-0055-EN,C5_GUARDRAIL_STYLE,True,151,31,2999.636
EXT-PAIR-0056-EN,C5_GUARDRAIL_STYLE,True,145,14,2999.636
EXT-PAIR-0063-KO,C5_GUARDRAIL_STYLE,True,164,67,2999.636
EXT-PAIR-0064-EN,C5_GUARDRAIL_STYLE,True,156,32,2999.636
EXT-PAIR-0072-EN,C5_GUARDRAIL_STYLE,True,153,14,2999.636
EXT-PAIR-0073-KO,C5_GUARDRAIL_STYLE,True,178,14,2934.524
EXT-PAIR-0078-KO,C5_GUARDRAIL_STYLE,True,168,21,2934.524
EXT-PAIR-0080-EN,C5_GUARDRAIL_STYLE,True,152,18,2934.524
EXT-PAIR-0080-KO,C5_GUARDRAIL_STYLE,True,187,20,2934.524
EXT-PAIR-0082-EN,C5_GUARDRAIL_STYLE,True,153,14,2934.524
EXT-PAIR-0083-KO,C5_GUARDRAIL_STYLE,True,179,34,2934.524
EXT-PAIR-0085-EN,C5_GUARDRAIL_STYLE,True,153,20,2934.524
EXT-PAIR-0088-EN,C5_GUARDRAIL_STYLE,True,153,23,2934.524
EXT-PAIR-0089-EN,C5_GUARDRAIL_STYLE,True,149,15,2903.068
EXT-PAIR-0091-EN,C5_GUARDRAIL_STYLE,True,148,14,2903.068
EXT-PAIR-0091-KO,C5_GUARDRAIL_STYLE,True,161,24,2903.068
EXT-PAIR-0094-EN,C5_GUARDRAIL_STYLE,True,156,32,2903.068
EXT-PAIR-0096-EN,C5_GUARDRAIL_STYLE,True,145,14,2903.068
EXT-PAIR-0099-KO,C5_GUARDRAIL_STYLE,True,167,24,2903.068
EXT-PAIR-0104-KO,C5_GUARDRAIL_STYLE,True,176,28,2903.068
EXT-PAIR-0109-KO,C5_GUARDRAIL_STYLE,True,178,29,2903.068
EXT-PAIR-0115-KO,C5_GUARDRAIL_STYLE,True,188,20,3069.033
EXT-PAIR-0116-KO,C5_GUARDRAIL_STYLE,True,160,33,3069.033
EXT-PAIR-0117-EN,C5_GUARDRAIL_STYLE,True,154,18,3069.033
EXT-PAIR-0121-EN,C5_GUARDRAIL_STYLE,True,144,31,3069.033
EXT-PAIR-0128-KO,C5_GUARDRAIL_STYLE,True,176,79,3069.033
EXT-PAIR-0136-KO,C5_GUARDRAIL_STYLE,True,158,24,3069.033
EXT-PAIR-0140-EN,C5_GUARDRAIL_STYLE,True,154,34,3069.033
EXT-PAIR-0140-KO,C5_GUARDRAIL_STYLE,True,189,22,3069.033
EXT-PAIR-0143-EN,C5_GUARDRAIL_STYLE,True,148,25,2917.694
EXT-PAIR-0144-EN,C5_GUARDRAIL_STYLE,True,155,23,2917.694
EXT-PAIR-0146-EN,C5_GUARDRAIL_STYLE,True,145,24,2917.694
EXT-PAIR-0148-EN,C5_GUARDRAIL_STYLE,True,155,14,2917.694
EXT-PAIR-0148-KO,C5_GUARDRAIL_STYLE,True,181,14,2917.694
EXT-PAIR-0149-KO,C5_GUARDRAIL_STYLE,True,176,26,2917.694
EXT-PAIR-0150-KO,C5_GUARDRAIL_STYLE,True,189,22,2917.694
EXT-PAIR-0152-KO,C5_GUARDRAIL_STYLE,True,177,27,2917.694
EXT-PAIR-0154-KO,C5_GUARDRAIL_STYLE,True,182,28,2925.257
EXT-PAIR-0157-KO,C5_GUARDRAIL_STYLE,True,181,23,2925.257
EXT-PAIR-0159-EN,C5_GUARDRAIL_STYLE,True,154,34,2925.257
EXT-PAIR-0161-EN,C5_GUARDRAIL_STYLE,True,147,31,2925.257
EXT-PAIR-0162-EN,C5_GUARDRAIL_STYLE,True,152,14,2925.257
EXT-PAIR-0166-EN,C5_GUARDRAIL_STYLE,True,148,33,2925.257
EXT-PAIR-0166-KO,C5_GUARDRAIL_STYLE,True,161,32,2925.257
EXT-PAIR-0167-EN,C5_GUARDRAIL_STYLE,True,149,37,2925.257
EXT-PAIR-0169-EN,C5_GUARDRAIL_STYLE,True,152,14,3023.638
EXT-PAIR-0170-EN,C5_GUARDRAIL_STYLE,True,151,23,3023.638
EXT-PAIR-0174-KO,C5_GUARDRAIL_STYLE,True,168,71,3023.638
EXT-PAIR-0175-EN,C5_GUARDRAIL_STYLE,True,151,31,3023.638
EXT-PAIR-0179-EN,C5_GUARDRAIL_STYLE,True,149,15,3023.638
EXT-PAIR-0184-KO,C5_GUARDRAIL_STYLE,True,182,28,3023.638
EXT-PAIR-0191-EN,C5_GUARDRAIL_STYLE,True,144,26,3023.638
EXT-PAIR-0191-KO,C5_GUARDRAIL_STYLE,True,157,23,3023.638
EXT-PAIR-0193-EN,C5_GUARDRAIL_STYLE,True,152,23,3077.643
EXT-PAIR-0194-EN,C5_GUARDRAIL_STYLE,True,149,28,3077.643
EXT-PAIR-0194-KO,C5_GUARDRAIL_STYLE,True,176,28,3077.643
EXT-PAIR-0195-EN,C5_GUARDRAIL_STYLE,True,153,34,3077.643
EXT-PAIR-0195-KO,C5_GUARDRAIL_STYLE,True,188,20,3077.643
EXT-PARAPHRASE-0003,C5_GUARDRAIL_STYLE,True,166,83,3077.643
EXT-PARAPHRASE-0004,C5_GUARDRAIL_STYLE,True,156,32,3077.643
EXT-PARAPHRASE-0005,C5_GUARDRAIL_STYLE,True,188,22,3077.643
EXT-PARAPHRASE-0020,C5_GUARDRAIL_STYLE,True,151,23,2852.734
EXT-PARAPHRASE-0026,C5_GUARDRAIL_STYLE,True,148,13,2852.734
EXT-PARAPHRASE-0028,C5_GUARDRAIL_STYLE,True,152,14,2852.734
EXT-PARAPHRASE-0030,C5_GUARDRAIL_STYLE,True,152,18,2852.734
EXT-PARAPHRASE-0034,C5_GUARDRAIL_STYLE,True,156,32,2852.734
EXT-PARAPHRASE-0039,C5_GUARDRAIL_STYLE,True,164,20,2852.734
EXT-PARAPHRASE-0069,C5_GUARDRAIL_STYLE,True,164,20,2852.734
EXT-PARAPHRASE-0076,C5_GUARDRAIL_STYLE,True,144,17,2852.734
